	ref	object	trade	url
11839	18057268	三亚市妇幼保健院（三亚市妇女儿童医院）-全自动凝血分析仪等一批医疗设备（三次招标）-终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18057268.htm
11840	18078813	某部便携式操纵控制箱终止公告	货物/专用设备/专用仪器仪表/其他专用仪器仪表	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078813.htm
11841	18066215	延边大学师范学院师范类线上实践教学平台采购项目终止公告	服务/信息技术服务/软件开发服务/应用软件开发服务/行业应用软件开发服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18066215.htm
11842	18056406	辽宁省退役军人事务厅创业创新展览采购废标公告	服务/商务服务/其他商务服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18056406.htm
11843	18080403	剑阁县公兴小学校校舍及运动场建设工程监理单位采购终止公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080403.htm
11844	18085366	丹巴县公路段丹巴县水子二村二号索桥工程、丹巴县纳交一村索桥工程、丹巴县纳交索桥工程、丹巴县绕草索桥工程监理服务采购项目成交公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18085366.htm
11845	18084733	什邡市人民检察院办公楼门窗改造工程成交公告	工程/专业施工/其他专业施工	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18084733.htm
11846	18081045	白山市学校后勤管理中心2022年-2026年白山市直属学校学生在校期间桶装矿泉饮用水终止公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18081045.htm
11847	18070013	庄浪县南坪乡人民政府庄浪县南坪镇2022年村集体股份经济合作社发展项目废标/终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18070013.htm
11848	18085763	鄂尔多斯职业学院化学工程系实训室文化建设项目成交公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18085763.htm
11849	18085773	鄂尔多斯职业学院汽车工程系实训车间文化建设项目成交公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18085773.htm
11850	18085378	淮安市交通运输局淮安危险品运输物流产业园布局课题研究终止公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18085378.htm
11851	18085339	淮安市交通运输局淮安普货运输企业安全现状调查分析研究终止公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18085339.htm
11852	18085651	襄州区河湖自然资源确权登记项目（1-4标段）中标结果公告	服务	http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202206/t20220615_18085651.htm
11853	18083747	污水监测采购项目成交公告	服务/专业技术服务/技术测试和分析服务	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18083747.htm
11854	18081021	德庆县林业局德庆县智慧林长综合管理平台终止公告	服务/信息技术服务/信息技术咨询服务/信息技术管理咨询服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18081021.htm
11855	18061790	昆明某部民兵被装物资采购终止公告	货物/纺织原料、毛皮、被服装具/被服装具/被服/制服	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061790.htm
11856	18085766	宁夏医科大学总医院预算编号2019QXA0102消化内镜主机采购项目的终止公告	货物/专用设备/医疗设备/医用内窥镜	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18085766.htm
11857	18081057	2022年卫健委官方网站、官方微信公众号新媒体平台改版、功能提升、内容采编项目的废标公告	服务/信息技术服务/运行维护服务/其他运行维护服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18081057.htm
11858	18082877	2022年茂南区残疾人联合会困难残疾人家庭无障碍改造服务(二次)终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18082877.htm
11859	18061781	大田县农业农村局农产品质量安全定量（实验室）检测项目终止公告	服务/专业技术服务/技术测试和分析服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061781.htm
11860	18084943	郑州市管城回族区消防救援大队南顺城街消防站、豫一路消防站采购安装空气能采暖设备及暖气片项目流标公告	服务/能源的生产和分配服务/热力生产和分配服务/暖气生产和分配服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18084943.htm
11861	18077316	武夷山市殡仪馆纸棺采购项目终止公告	货物/专用设备/殡葬设备及用品/其他殡葬设备及用品	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18077316.htm
11862	18066003	四川文化产业职业学院（四川省干部函授学院）核酸检测服务项目（第二次）终止公告	服务/医疗卫生和社会服务/医疗卫生服务/健康检查服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18066003.htm
11863	18084530	四川省肿瘤医院磁共振二号机失超维修服务采购项目终止公告	服务/维修和保养服务/医疗设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18084530.htm
11864	18065106	中卫市医疗保障局2021年医保基金情况专项检查服务采购项目的废标公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065106.htm
11865	18063200	广州医科大学附属口腔医院修复设备项目(包组二、包组四)招标失败公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063200.htm
11866	18063609	广州医科大学附属口腔医院基础设备项目（采购包2）招标失败公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063609.htm
11867	18072504	西吉县机关事务服务中心大众餐厅2022年劳务外包采购项目的废标公告	服务/商务服务/职业中介服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072504.htm
11868	18085065	西安市市场监督管理局2022年消费品类产品质量监督抽查承检机构采购项目中标（成交）结果公告		http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202206/t20220615_18085065.htm
11869	18075781	东莞市长安莲溪文体管理有限公司东莞市长安镇体育公园配套新能源汽车充（换）电设施项目废标公告	服务/专业技术服务/其他专业技术服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18075781.htm
11870	18083574	镇原县水务局2022年度山洪灾害防治项目重点集镇调查评价和危险区动态管理清单成交公告	服务	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18083574.htm
11871	18084955	镇原县市场监督管理局2022年餐饮食品及餐饮具承检机构采购项目成交公告	服务/专业技术服务/其他专业技术服务	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18084955.htm
11872	18067306	镇原县自然资源局镇原县孟坝镇、屯字镇等19个乡镇城乡建设用地增减挂钩项目实施方案（2022年）勘测采购项目废标/终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18067306.htm
11873	18059058	云南省财政厅绩效评价中心2022年第二批预算绩效评价项目（D标段）流标公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18059058.htm
11874	18074124	漳州市教育局网络信息服务采购项目结果公告	服务/信息技术服务/其他信息技术服务	http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18074124.htm
11875	18085155	新疆生产建设兵团第十三师畜牧兽医工作站良种牛冻精、冷配耗材以及移液枪头等（师市本级科技专项与兵团“三区”科技人才支持计划）采购项目成交公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18085155.htm
11876	18065688	黑龙江中医药大学附属第一医院污水站运行维护及环境管理（污水在线监测监控系统）结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065688.htm
11877	18061709	黑龙江省冰上训练中心双阻力功率车项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061709.htm
11878	18072727	哈尔滨师范大学科研仪器超高压微波消解萃取系统等(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072727.htm
11879	18073299	哈尔滨医科大学附属肿瘤医院pet-ct设备维保终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18073299.htm
11880	18063824	水平衡测试及公共机构碳达峰碳中和工作咨询服务(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063824.htm
11881	18066173	黑龙江技师学院数铣竞赛工具车终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18066173.htm
11882	18078935	哈尔滨医科大学附属第四医院工程设计服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078935.htm
11883	18057401	齐齐哈尔医学院学生宿舍（梅园）屋顶修缮项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18057401.htm
11884	18055521	黑龙江省医院核酸检测试剂盒及耗材采购项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18055521.htm
11885	18064460	黑龙江省中医药科学院黑龙江省西学中在线培训及管理服务项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064460.htm
11886	18073735	七台河市中级人民法院2022年法院办公网络服务费(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18073735.htm
11887	18064086	黑龙江省佳木斯航道事务中心佳木斯基地维修终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064086.htm
11888	18073050	佳木斯大学Ｎextlib文献检索平台结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18073050.htm
11889	18073793	黑河学院2022届学生邮寄物品结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18073793.htm
11890	18084014	黑龙江省非物质文化遗产保护中心非遗资料档案室建设项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18084014.htm
11891	18081838	黑龙江省非物质文化遗产保护中心多功能会议室装修（监控室）结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18081838.htm
11892	18072947	东北农业大学寒地园艺作物重大品种创制及绿色生产创新团队科研设备采购及服务（2022部门集中科研03）终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072947.htm
11893	18070597	黑龙江省机关事务管理局能源审计服务(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18070597.htm
11894	18061675	黑龙江省民政职业技术学校实训室设备购置终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061675.htm
11895	18064156	佳木斯大学附属第一医院内镜中心修缮工程结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064156.htm
11896	18062105	黑龙江省粮食质量安全监测和技术中心黑龙江省粮食仓储智能化升级改造工程建设项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062105.htm
11897	18075054	哈尔滨医科大学附属第六医院生殖中心安全监测管理智能化系统结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18075054.htm
11898	18082004	大兴安岭地区加格达奇区人民法院2022年安保服务终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18082004.htm
11899	18065303	黑龙江省民族博物馆民族博物馆保安服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065303.htm
11900	18062296	黑龙江省民族博物馆民族博物馆物业管理服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062296.htm
11901	18075412	哈尔滨医科大学教务学生自助服务设备终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18075412.htm
11902	18071860	齐齐哈尔医学院附属第二医院医疗责任保险废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071860.htm
11903	18074938	佳木斯大学附属第一医院空气压缩机、不锈钢储气罐、电动手术台采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18074938.htm
11904	18075011	佳木斯大学附属第一医院纯化水机维修保养服务采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18075011.htm
11905	18062176	黑龙江交通职业技术学院齐西校区校园广播设备废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062176.htm
11906	18078839	黑龙江交通职业技术学院西校区公共区域洗面间水龙头隔板废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078839.htm
11907	18072767	黑龙江省无线电监测站全省技术设施运行维护服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072767.htm
11908	18072711	哈尔滨市委市政府机关服务中心党政办公区变电所高压控制系统更新结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072711.htm
11909	18072538	哈尔滨市应急管理局防汛应急抢险设备采购计划结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072538.htm
11910	18063624	哈尔滨市血液中心白服采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063624.htm
11911	18072106	哈尔滨市林业服务总站林业有害生物防治药品采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072106.htm
11912	18078741	哈尔滨市平房区环境卫生服务保障中心环卫工人作业服采购项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078741.htm
11913	18080213	哈尔滨市松北区发展和改革局哈尔滨新区石墨产业项目谋划咨询(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080213.htm
11914	18061815	宾县城市管理综合执法局第三方公司违建拆除终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061815.htm
11915	18077740	木兰县妇女联合会省妇联专项资金扶持项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18077740.htm
11916	18070678	通河县农业综合行政执法大队农业综合行政执法大队特殊执法车辆采购项目(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18070678.htm
11917	18066733	不动产自助终端采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18066733.htm
11918	18070601	齐齐哈尔市中医医院南院药局窗口装修工程结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18070601.htm
11919	18080705	齐齐哈尔市民政局2022年鹤城爱心助残行动结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080705.htm
11920	18060292	齐齐哈尔市排水管护中心车辆维修及保养(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220611_18060292.htm
11921	18077276	龙江县公路事业发展中心采购雪刷片、路树刷白涂料、热熔涂料、玻璃珠、下涂剂、花苗花籽采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18077276.htm
11922	18061855	泰来县就业与人力资源服务中心经办银行选取服务终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061855.htm
11923	18064046	克东县昌盛乡购买鲜食玉米收获机等项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064046.htm
11924	18066896	拜泉县上升乡人民政府上升乡团结村大棚升级改造项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18066896.htm
11925	18072211	鸡西市紧急医疗救援中心购买负压救护车及配套经费结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072211.htm
11926	18078943	鸡冠区兴国小学教师工装结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078943.htm
11927	18074143	鸡东县应急管理局车辆采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18074143.htm
11928	18068051	鸡东县精神病医院异地搬迁项目电梯采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18068051.htm
11929	18071736	鸡东县市政设施维护中心购买高空作业车结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071736.htm
11930	18063774	虎林市城市管理综合执法大队“12319”数字化平台业务费(四次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063774.htm
11931	18077703	虎林市应急管理局虎林市应急物资储备库消防泵房及消防水池项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18077703.htm
11932	18063938	虎林市东方红高级中学建设悬浮地板场地工程结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063938.htm
11933	18080846	鹤岗市中医医院大型设备维保和医疗设备计量校准服务(四次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080846.htm
11934	18063797	萝北县口岸服务中心口岸疫情防控转运车辆终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063797.htm
11935	18062077	萝北县乡村振兴服务中心东明乡红丰村永丰组粮食烘干塔及附属设施项目（设备）终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062077.htm
11936	18066381	萝北县市容环境卫生服务中心凤翔镇垃圾处理厂检测服务采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18066381.htm
11937	18061570	双鸭山市北秀公园北秀公园树苗、花苗采购(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061570.htm
11938	18062145	双鸭山市市政设施维护中心2022年市政工程维修维护项目图审采购终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062145.htm
11939	18070608	双鸭山市北秀公园动力船采购(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18070608.htm
11940	18063880	双鸭山市教育和体育局2022年国家教育考试标准化考场升级改造(二次)终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063880.htm
11941	18061542	中共双鸭山市宝山区纪律检查委员会采购办案车辆结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061542.htm
11942	18063750	双鸭山经济技术开发区管理委员会双鸭山市岭东区建龙钢铁产业园、宝山区产业园发展概念规划项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063750.htm
11943	18063086	集贤县公路事业发展中心机械设备采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063086.htm
11944	18083818	铁力市教育局环创文教用品(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18083818.htm
11945	18063730	铁力市公路事业发展中心2022年铁力市农村公路养护（大修）工程项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063730.htm
11946	18061785	佳木斯市孟家岗林场补植造林和幼林抚育承揽项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061785.htm
11947	18061894	佳木斯市孟家岗林场森林采伐承揽项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061894.htm
11948	18074040	同江市人民医院血透机、多功能软件包采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18074040.htm
11949	18080613	富锦市城市排水中心黑龙江富锦经济开发区污水处理建设项目安全评价报告编制终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080613.htm
11950	18074173	抚远市政府采购中心承建佳木斯市与抚远市远程异地开标评标室终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18074173.htm
11951	18061905	七台河市林业和草原局七台河市创建国家森林城市（森林学校）苗木采购计划结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061905.htm
11952	18055726	七台河市看守所日杂类采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18055726.htm
11953	18072669	七台河市市场监督管理局2022年印刷服务分散采购项目(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072669.htm
11954	18080717	七台河市林业和草原局林长制公示牌采购项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080717.htm
11955	18071980	七台河市东风中学临时工服务费结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071980.htm
11956	18078998	七台河市发展和改革委员会黑龙江联顺生物科技有限公司联顺医药产业项目（二期）等四个项目节能报告评审结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078998.htm
11957	18080652	七台河市煤炭产销统计核查中心墙壁插座、射灯等采购终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080652.htm
11958	18079500	七台河市新兴区农业农村局2022年春秋两季防疫物资采购项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18079500.htm
11959	18071482	七台河市新兴区城区环境综合服务中心采购垃圾分类专用垃圾桶结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071482.htm
11960	18071283	七台河市公安局茄子河分局茄子河派出所改扩建工程结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071283.htm
11961	18071678	黑龙江勃利经济开发区管理委员会勃利经济开发区化工及新材料产业园1区、2区化工园区评级及认定第三方服务暨智慧化工园区第三方服务（3年）结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071678.htm
11962	18062788	牡丹江市市场监督管理局固定资产清查服务采购终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062788.htm
11963	18078789	牡丹江市肿瘤医院软件维护服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18078789.htm
11964	18071117	牡丹江市第一殡仪馆通勤车租赁(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071117.htm
11965	18070653	牡丹江市第一殡仪馆车辆用油(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18070653.htm
11966	18064866	穆棱市机关事务保障中心穆棱市政府、市委、办事中心、第二办公区财产保险(三次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064866.htm
11967	18071485	孙吴县文化广电和旅游局宣传雕塑终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071485.htm
11968	18071514	北安市市场监督管理局视频监控设备采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18071514.htm
11969	18079537	北安市地方道路事业发展中心2022年养护工程项目-沥青、打底油、灌缝胶终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18079537.htm
11970	18064296	五大连池市妇幼保健院医疗设备(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064296.htm
11971	18055276	嫩江市经济合作中心委托招商服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18055276.htm
11972	18062906	嫩江市环境卫生维护中心购置洗扫作业车辆的请示终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062906.htm
11973	18073510	北林区畜牧兽医局春季防疫防护物资结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18073510.htm
11974	18070510	绥化经济技术开发区管理委员会2022年经开区用地项目社会稳定风险评估咨询服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18070510.htm
11975	18056007	绥化经济技术开发区管理委员会翔龙房地产开发有限公司诉绥化市人民政府诉讼代理服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18056007.htm
11976	18067486	青冈县教育局义务教育学校仪器设备采购(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18067486.htm
11977	18067503	青冈县教育局义务教育学校仪器设备采购(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18067503.htm
11978	18062124	庆安县公安交通警察大队警体训练场馆维修项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062124.htm
11979	18060489	大兴安岭技师学院改扩建项目-设施设备采购结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220611_18060489.htm
11980	18074976	福建省人民检察院物业管理服务项目采购结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18074976.htm
11981	18062284	福建中医药大学附属第三人民医院耳鼻咽喉内窥镜摄像系统等项目采购货物类采购项目结果公告(包5)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18062284.htm
11982	18072433	中共福建省委宣传部2022年福文化邮票外宣品结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18072433.htm
11983	18083520	采购第七届世界闽商大会主题宣传片制作服务结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18083520.htm
11984	18084253	远光灯违章抓拍系统检测装置、叠加式力标准机、传声器自由场比较法自动校准装置测量设备货物类采购项目结果公告(包2)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18084253.htm
11985	18085519	福建师范大学仓山校区学生公寓D楼家具采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202206/t20220615_18085519.htm
11986	18077374	2022年永安监狱新冠病毒核酸检测服务采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220614_18077374.htm
11987	18055724	福建省立医院三维步态分析系统等设备采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18055724.htm
11988	18059265	福建省数字乡村气象示范项目--农村气象预报预警信息末端应用项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18059265.htm
11989	18065416	福建省血液中心定制飘逸杯货物类采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065416.htm
11990	18080634	福建省应急管理厅网络安全运维服务项目服务类采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220615_18080634.htm
11991	18058967	食堂托管服务项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18058967.htm
11992	18055744	福建省宁德监狱2022年新型冠状病毒核酸检测服务采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220610_18055744.htm
11993	18061691	福建省卫生健康委员会援外医疗队境外保险服务类采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18061691.htm
